image_name,tags
train_20032,clear primary
train_20033,clear primary
train_20034,agriculture clear primary road
train_20035,partly_cloudy primary
train_20036,clear primary
train_20037,clear primary
train_20038,agriculture clear primary road
train_20039,agriculture partly_cloudy primary
train_20040,clear primary
train_20041,haze primary water
train_20042,agriculture clear primary
train_20043,clear primary
train_20044,haze primary
train_20045,agriculture clear primary road
train_20046,clear primary
train_20047,clear primary
train_20048,haze primary
train_20049,clear primary
train_20050,partly_cloudy primary water
train_20051,cloudy
train_20052,agriculture clear primary
train_20053,agriculture clear primary
train_20054,cloudy
train_20055,agriculture partly_cloudy primary
train_20056,clear primary
train_20057,agriculture clear primary
train_20058,clear primary selective_logging
train_20059,clear primary
train_20060,bare_ground partly_cloudy primary road
train_20061,clear primary
train_20062,clear primary
train_20063,partly_cloudy primary
train_20064,clear primary
train_20065,agriculture clear primary road
train_20066,clear primary
train_20067,clear primary
train_20068,agriculture clear cultivation habitation primary
train_20069,cloudy
train_20070,cloudy
train_20071,clear primary
train_20072,clear primary
train_20073,agriculture clear primary
train_20074,clear primary
train_20075,clear primary water
train_20076,habitation haze primary water
train_20077,cloudy
train_20078,agriculture clear primary road
train_20079,clear primary
train_20080,clear cultivation habitation primary water
train_20081,agriculture clear cultivation primary
train_20082,agriculture clear primary road water
train_20083,partly_cloudy primary road
train_20084,clear primary
train_20085,haze primary
train_20086,agriculture clear primary water
train_20087,clear primary
train_20088,clear primary
train_20089,partly_cloudy primary
train_20090,agriculture clear primary road
train_20091,clear primary
train_20092,clear primary water
train_20093,agriculture bare_ground clear primary
train_20094,clear primary
train_20095,agriculture partly_cloudy primary
train_20096,clear primary
train_20097,agriculture clear primary road
train_20098,agriculture clear primary
train_20099,agriculture clear habitation primary road
train_20100,clear primary water
train_20101,haze primary water
train_20102,clear primary water
train_20103,haze primary
train_20104,agriculture clear habitation primary road
train_20105,clear primary
train_20106,partly_cloudy primary
train_20107,clear primary
train_20108,cloudy
train_20109,clear primary
train_20110,agriculture cultivation partly_cloudy primary
train_20111,clear primary
train_20112,agriculture clear cultivation primary
train_20113,clear primary
train_20114,clear primary water
train_20115,agriculture clear primary
train_20116,clear primary
train_20117,clear primary
train_20118,agriculture clear primary water
train_20119,agriculture partly_cloudy primary
train_20120,clear habitation primary road
train_20121,clear primary
train_20122,agriculture clear cultivation primary
train_20123,agriculture clear primary road
train_20124,agriculture clear primary road
train_20125,agriculture clear habitation primary water
train_20126,clear primary road water
train_20127,agriculture cultivation partly_cloudy primary
train_20128,agriculture clear primary road
train_20129,clear primary
train_20130,clear habitation primary road
train_20131,clear water
train_20132,clear primary
train_20133,clear primary
train_20134,partly_cloudy primary
train_20135,clear primary
train_20136,agriculture clear cultivation primary water
train_20137,agriculture clear primary water
train_20138,clear primary
train_20139,clear primary
train_20140,artisinal_mine clear primary water
train_20141,cloudy
train_20142,agriculture clear cultivation habitation primary
train_20143,partly_cloudy primary
train_20144,clear primary
train_20145,clear habitation primary road water
train_20146,agriculture clear primary road water
train_20147,clear primary
train_20148,clear primary
train_20149,clear primary
train_20150,agriculture clear cultivation primary
train_20151,clear primary
train_20152,clear primary
train_20153,agriculture clear water
train_20154,partly_cloudy primary
train_20155,clear primary
train_20156,partly_cloudy primary water
train_20157,agriculture clear primary
train_20158,clear primary
train_20159,partly_cloudy primary
train_20160,agriculture clear primary road
train_20161,clear primary road water
train_20162,cloudy
train_20163,clear primary
train_20164,clear primary
train_20165,partly_cloudy primary
train_20166,agriculture cultivation partly_cloudy primary
train_20167,haze primary
train_20168,clear habitation primary road
train_20169,agriculture clear cultivation primary
train_20170,agriculture clear habitation road
train_20171,clear cultivation primary water
train_20172,clear habitation primary road water
train_20173,bare_ground clear habitation primary water
train_20174,agriculture clear cultivation habitation primary road
train_20175,bare_ground blow_down clear primary
train_20176,agriculture clear cultivation primary water
train_20177,cloudy
train_20178,bare_ground clear primary water
train_20179,cloudy
train_20180,clear primary
train_20181,agriculture clear primary
train_20182,cloudy
train_20183,agriculture cultivation partly_cloudy primary
train_20184,clear primary
train_20185,partly_cloudy primary
train_20186,partly_cloudy primary
train_20187,clear primary
train_20188,bare_ground clear road
train_20189,partly_cloudy primary
train_20190,partly_cloudy primary
train_20191,clear primary
train_20192,agriculture clear habitation primary road
train_20193,partly_cloudy primary
train_20194,clear primary
train_20195,partly_cloudy primary water
train_20196,clear primary water
train_20197,agriculture clear cultivation primary
train_20198,partly_cloudy primary
train_20199,agriculture partly_cloudy primary road
train_20200,partly_cloudy primary
train_20201,agriculture clear primary
train_20202,cloudy
train_20203,clear primary
train_20204,clear primary
train_20205,clear primary
train_20206,agriculture clear primary
train_20207,clear habitation primary road
train_20208,agriculture clear primary road
train_20209,bare_ground clear primary
train_20210,clear primary
train_20211,agriculture clear primary
train_20212,haze primary
train_20213,haze primary
train_20214,clear primary water
train_20215,bare_ground clear primary
train_20216,cloudy
train_20217,clear primary
train_20218,agriculture clear primary
train_20219,clear cultivation primary
train_20220,agriculture clear cultivation primary road water
train_20221,agriculture cultivation partly_cloudy primary road
train_20222,agriculture clear primary road water
train_20223,partly_cloudy primary
train_20224,clear primary
train_20225,agriculture clear primary water
train_20226,clear primary
train_20227,clear cultivation primary
train_20228,clear primary
train_20229,clear primary
train_20230,partly_cloudy primary
train_20231,clear primary
train_20232,partly_cloudy primary
train_20233,clear primary
train_20234,haze primary
train_20235,agriculture cultivation partly_cloudy primary
train_20236,agriculture clear primary road water
train_20237,clear primary
train_20238,clear primary selective_logging
train_20239,cloudy
train_20240,clear primary
train_20241,agriculture partly_cloudy primary
train_20242,agriculture clear cultivation habitation primary
train_20243,haze primary
train_20244,partly_cloudy primary
train_20245,agriculture clear habitation primary road
train_20246,haze primary water
train_20247,cloudy
train_20248,agriculture partly_cloudy primary
train_20249,clear primary water
train_20250,cloudy
train_20251,blooming clear primary
train_20252,agriculture partly_cloudy primary road water
train_20253,clear primary water
train_20254,agriculture clear primary
train_20255,partly_cloudy primary
train_20256,clear cultivation primary slash_burn
train_20257,clear primary water
train_20258,clear primary
train_20259,clear primary
train_20260,clear primary
train_20261,clear primary water
train_20262,bare_ground clear primary road
train_20263,clear primary
train_20264,clear primary
train_20265,agriculture clear habitation primary road
train_20266,agriculture clear habitation primary road
train_20267,agriculture cultivation partly_cloudy primary
train_20268,agriculture clear primary road
train_20269,agriculture clear primary water
train_20270,haze primary
train_20271,clear primary
train_20272,agriculture clear cultivation primary road water
train_20273,agriculture clear primary road
train_20274,partly_cloudy primary
train_20275,agriculture cultivation partly_cloudy primary
train_20276,partly_cloudy primary
train_20277,partly_cloudy primary
train_20278,clear primary
train_20279,agriculture partly_cloudy primary road
train_20280,clear primary
train_20281,clear primary
train_20282,clear primary
train_20283,clear primary
train_20284,haze primary
train_20285,clear primary
train_20286,haze primary water
train_20287,agriculture clear cultivation habitation primary road
train_20288,partly_cloudy primary
train_20289,agriculture clear primary road
train_20290,agriculture clear habitation primary road
train_20291,partly_cloudy primary
train_20292,clear primary water
train_20293,clear primary
train_20294,cultivation partly_cloudy primary
train_20295,agriculture clear primary
train_20296,clear primary
train_20297,clear primary
train_20298,haze primary
train_20299,agriculture cultivation haze primary water
train_20300,agriculture clear cultivation habitation primary road water
train_20301,partly_cloudy primary
train_20302,haze primary
train_20303,partly_cloudy primary
train_20304,clear primary
train_20305,agriculture clear primary water
train_20306,clear primary
train_20307,agriculture clear habitation primary water
train_20308,partly_cloudy primary
train_20309,clear primary water
train_20310,cloudy
train_20311,agriculture clear road
train_20312,clear primary
train_20313,agriculture clear primary water
train_20314,agriculture haze primary
train_20315,agriculture partly_cloudy primary water
train_20316,artisinal_mine clear primary water
train_20317,clear primary
train_20318,partly_cloudy primary
train_20319,agriculture clear primary road water
train_20320,cloudy
train_20321,agriculture clear primary
train_20322,clear primary
train_20323,agriculture clear cultivation primary
train_20324,agriculture clear primary
train_20325,clear primary
train_20326,partly_cloudy primary
train_20327,bare_ground clear
train_20328,partly_cloudy primary water
train_20329,clear primary
train_20330,habitation partly_cloudy primary water
train_20331,cloudy
train_20332,clear cultivation primary
train_20333,clear primary
train_20334,clear primary water
train_20335,clear primary
train_20336,partly_cloudy primary
train_20337,clear primary
train_20338,clear primary
train_20339,haze primary water
train_20340,clear primary
train_20341,partly_cloudy primary
train_20342,agriculture clear primary
train_20343,agriculture clear habitation primary road
train_20344,agriculture clear cultivation cultivation primary
train_20345,agriculture clear cultivation primary water
train_20346,agriculture clear primary road
train_20347,clear primary
train_20348,agriculture cultivation partly_cloudy primary
train_20349,partly_cloudy primary
train_20350,clear primary
train_20351,agriculture clear cultivation primary road
train_20352,cloudy
train_20353,clear primary
train_20354,clear water
train_20355,agriculture bare_ground clear primary road
train_20356,cloudy
train_20357,clear primary
train_20358,partly_cloudy primary
train_20359,clear primary
train_20360,agriculture clear habitation primary road
train_20361,partly_cloudy primary
train_20362,haze primary
train_20363,partly_cloudy primary
train_20364,clear primary
train_20365,agriculture cultivation partly_cloudy primary water
train_20366,clear primary
train_20367,agriculture bare_ground clear habitation primary road water
train_20368,agriculture clear primary
train_20369,clear primary water
train_20370,haze primary
train_20371,cloudy
train_20372,partly_cloudy primary
train_20373,agriculture clear primary road
train_20374,partly_cloudy primary
train_20375,agriculture clear primary
train_20376,clear primary water
train_20377,clear primary water
train_20378,clear primary
train_20379,clear primary water
train_20380,agriculture partly_cloudy primary road water
train_20381,agriculture artisinal_mine clear primary selective_logging water
train_20382,agriculture clear primary road
train_20383,clear primary
train_20384,agriculture haze primary water
train_20385,clear primary
train_20386,clear primary
train_20387,agriculture clear primary
train_20388,blooming clear primary
train_20389,agriculture clear primary water
train_20390,haze primary road
train_20391,cloudy
train_20392,bare_ground partly_cloudy
train_20393,haze primary
train_20394,agriculture clear primary
train_20395,agriculture clear primary road
train_20396,clear primary
train_20397,cloudy
train_20398,clear primary
train_20399,agriculture clear primary
train_20400,haze primary
train_20401,agriculture clear primary water
train_20402,partly_cloudy primary water
train_20403,agriculture clear primary water
train_20404,clear habitation primary road water
train_20405,agriculture clear primary
train_20406,clear primary
train_20407,agriculture clear primary water
train_20408,agriculture clear primary road
train_20409,clear primary water
train_20410,clear primary
train_20411,clear primary
train_20412,clear primary
train_20413,partly_cloudy primary
train_20414,agriculture clear habitation primary road
train_20415,cloudy
train_20416,agriculture clear cultivation habitation primary water
train_20417,clear primary
train_20418,clear primary
train_20419,clear primary
train_20420,clear primary
train_20421,clear primary
train_20422,clear primary
train_20423,clear primary
train_20424,clear primary
train_20425,agriculture clear cultivation primary
train_20426,agriculture clear primary road
train_20427,clear primary
train_20428,clear primary
train_20429,clear habitation primary water
train_20430,agriculture blow_down clear primary
train_20431,cloudy
train_20432,agriculture clear cultivation primary
train_20433,bare_ground clear
train_20434,partly_cloudy primary
train_20435,clear primary
train_20436,clear primary
train_20437,clear primary
train_20438,partly_cloudy primary
train_20439,clear primary
train_20440,clear primary water
train_20441,clear primary selective_logging
train_20442,partly_cloudy primary
train_20443,clear primary
train_20444,agriculture clear primary
train_20445,clear primary road water
train_20446,partly_cloudy primary
train_20447,agriculture clear cultivation primary water
train_20448,partly_cloudy primary
train_20449,agriculture clear primary
train_20450,bare_ground habitation partly_cloudy primary road
train_20451,partly_cloudy primary
train_20452,clear primary water
train_20453,agriculture clear cultivation habitation primary road
train_20454,partly_cloudy primary
train_20455,clear primary
train_20456,clear primary
train_20457,clear primary water
train_20458,agriculture partly_cloudy primary
train_20459,partly_cloudy primary
train_20460,cultivation haze primary
train_20461,clear habitation primary road
train_20462,clear primary
train_20463,clear primary road water
train_20464,agriculture clear primary road
train_20465,clear primary
train_20466,agriculture clear habitation primary
train_20467,partly_cloudy primary
train_20468,clear primary road water
train_20469,agriculture clear primary road
train_20470,blooming clear primary
train_20471,clear primary
train_20472,cloudy
train_20473,clear primary
train_20474,agriculture clear habitation primary
train_20475,agriculture clear cultivation primary
train_20476,agriculture clear cultivation habitation primary
train_20477,bare_ground clear
train_20478,agriculture clear cultivation habitation primary road
train_20479,agriculture partly_cloudy primary road
train_20480,clear primary
train_20481,agriculture partly_cloudy primary
train_20482,agriculture clear primary road water
train_20483,cloudy
train_20484,clear primary water
train_20485,clear primary water
train_20486,clear primary
train_20487,agriculture habitation partly_cloudy primary road
train_20488,clear primary
train_20489,cloudy
train_20490,clear primary
train_20491,clear cultivation primary
train_20492,clear primary
train_20493,clear primary
train_20494,clear cultivation primary
train_20495,agriculture clear cultivation primary
train_20496,cloudy
train_20497,partly_cloudy primary
train_20498,agriculture clear habitation primary road
train_20499,partly_cloudy primary
train_20500,agriculture clear habitation primary road
train_20501,clear primary
train_20502,clear habitation road
train_20503,clear primary water
train_20504,clear primary
train_20505,clear primary
train_20506,agriculture clear habitation primary road water
train_20507,clear primary
train_20508,agriculture clear cultivation primary water
train_20509,haze primary
train_20510,agriculture clear primary road
train_20511,clear primary
train_20512,clear primary
train_20513,agriculture clear cultivation primary water
train_20514,agriculture partly_cloudy
train_20515,clear primary
train_20516,partly_cloudy primary water
train_20517,clear primary
train_20518,haze primary
train_20519,clear primary
train_20520,partly_cloudy primary
train_20521,clear primary
train_20522,cloudy
train_20523,cloudy
train_20524,clear primary water
train_20525,clear primary
train_20526,clear primary road water
train_20527,agriculture cultivation partly_cloudy primary road
train_20528,agriculture habitation partly_cloudy primary road water
train_20529,clear primary
train_20530,partly_cloudy primary water
train_20531,agriculture clear cultivation primary
train_20532,clear primary
train_20533,agriculture partly_cloudy
train_20534,clear primary
train_20535,clear primary
train_20536,partly_cloudy primary
train_20537,haze primary
train_20538,agriculture clear cultivation primary road
train_20539,clear primary
train_20540,agriculture clear primary water
train_20541,haze primary water
train_20542,clear primary
train_20543,clear habitation primary road
train_20544,agriculture clear habitation primary road water
train_20545,agriculture clear cultivation primary water
train_20546,clear primary
train_20547,clear primary
train_20548,agriculture clear primary road
train_20549,partly_cloudy primary
train_20550,agriculture cultivation partly_cloudy primary
train_20551,cloudy
train_20552,agriculture haze primary road
train_20553,agriculture partly_cloudy primary road
train_20554,cloudy
train_20555,clear primary
train_20556,agriculture clear cultivation primary
train_20557,agriculture partly_cloudy primary road
train_20558,agriculture clear habitation primary road
train_20559,clear primary
train_20560,agriculture partly_cloudy primary road
train_20561,clear primary
train_20562,partly_cloudy primary
train_20563,haze primary
train_20564,clear primary
train_20565,partly_cloudy primary
train_20566,partly_cloudy primary water
train_20567,agriculture clear primary road
train_20568,agriculture partly_cloudy primary
train_20569,clear primary
train_20570,clear primary
train_20571,clear primary
train_20572,clear primary water
train_20573,agriculture partly_cloudy primary
train_20574,agriculture partly_cloudy primary road water
train_20575,clear primary road
train_20576,clear primary water
train_20577,agriculture partly_cloudy primary
train_20578,cloudy
train_20579,clear cultivation primary
train_20580,agriculture clear primary
train_20581,cloudy
train_20582,clear primary
train_20583,agriculture clear cultivation primary road water
train_20584,partly_cloudy primary
train_20585,clear primary
train_20586,agriculture partly_cloudy primary road water
train_20587,clear primary
train_20588,clear primary
train_20589,agriculture clear cultivation primary
train_20590,clear primary
train_20591,bare_ground clear primary
train_20592,haze primary water
train_20593,clear primary
train_20594,bare_ground clear primary
train_20595,clear primary
train_20596,clear cultivation primary
train_20597,agriculture clear primary
train_20598,agriculture clear primary
train_20599,clear primary
train_20600,clear primary blooming
train_20601,cloudy
train_20602,haze primary
train_20603,clear primary
train_20604,agriculture cultivation partly_cloudy primary water
train_20605,clear habitation primary road water
train_20606,clear primary
train_20607,clear primary
train_20608,cloudy
train_20609,cloudy
train_20610,partly_cloudy primary
train_20611,agriculture clear cultivation primary
train_20612,cloudy
train_20613,agriculture clear primary
train_20614,clear primary
train_20615,clear primary
train_20616,partly_cloudy primary
train_20617,agriculture clear cultivation primary
train_20618,clear cultivation primary
train_20619,partly_cloudy primary water
train_20620,agriculture partly_cloudy primary
train_20621,clear primary
train_20622,clear primary
train_20623,haze primary
train_20624,agriculture clear cultivation primary
train_20625,clear primary
train_20626,clear primary
train_20627,clear primary
train_20628,clear cultivation habitation primary road
train_20629,agriculture clear habitation primary road
train_20630,agriculture clear primary
train_20631,clear water
train_20632,clear primary
train_20633,clear primary
train_20634,clear primary
train_20635,partly_cloudy primary
train_20636,clear cultivation habitation primary road
train_20637,clear primary
train_20638,haze primary
train_20639,partly_cloudy primary water
train_20640,partly_cloudy primary
train_20641,clear primary
train_20642,agriculture clear cultivation primary
train_20643,clear water
train_20644,partly_cloudy primary
train_20645,agriculture partly_cloudy primary road
train_20646,agriculture haze primary road
train_20647,haze primary
train_20648,agriculture clear primary
train_20649,partly_cloudy primary
train_20650,partly_cloudy primary
train_20651,haze primary water
train_20652,clear primary
train_20653,clear habitation primary water
train_20654,agriculture clear cultivation primary water
train_20655,cloudy
train_20656,clear primary
train_20657,clear primary
train_20658,haze primary
train_20659,clear primary
train_20660,clear cultivation primary
train_20661,agriculture clear cultivation primary water
train_20662,agriculture clear primary road
train_20663,agriculture clear primary water
train_20664,partly_cloudy primary
train_20665,clear primary
train_20666,clear primary
train_20667,agriculture clear cultivation habitation primary road water
train_20668,partly_cloudy primary
train_20669,cloudy
train_20670,agriculture clear cultivation habitation primary road
train_20671,clear primary
train_20672,agriculture partly_cloudy primary water
train_20673,partly_cloudy primary
train_20674,agriculture artisinal_mine bare_ground clear primary road
train_20675,cloudy
train_20676,haze primary road water
train_20677,blow_down clear primary slash_burn
train_20678,agriculture habitation partly_cloudy primary road
train_20679,agriculture clear primary road
train_20680,clear habitation road
train_20681,partly_cloudy primary
train_20682,partly_cloudy primary
train_20683,clear primary water
train_20684,clear primary
train_20685,agriculture partly_cloudy water
train_20686,clear primary
train_20687,clear primary road selective_logging
train_20688,cloudy
train_20689,clear primary
train_20690,cloudy
train_20691,blow_down partly_cloudy primary
train_20692,agriculture clear habitation primary road
train_20693,clear primary
train_20694,agriculture clear habitation primary road
train_20695,clear primary road
train_20696,clear primary
train_20697,clear primary
train_20698,clear primary
train_20699,clear primary
train_20700,agriculture clear primary road water
train_20701,partly_cloudy primary
train_20702,partly_cloudy primary
train_20703,cloudy
train_20704,agriculture cultivation haze primary
train_20705,clear primary
train_20706,habitation haze primary road
train_20707,clear primary
train_20708,haze primary
train_20709,clear primary
train_20710,agriculture clear primary water
train_20711,clear primary
train_20712,partly_cloudy primary water
train_20713,agriculture partly_cloudy primary road
train_20714,clear primary
train_20715,clear primary
train_20716,agriculture clear primary water
train_20717,clear primary
train_20718,agriculture clear primary road water
train_20719,haze primary
train_20720,agriculture clear cultivation primary road water
train_20721,agriculture clear habitation primary road
train_20722,haze primary water
train_20723,agriculture clear habitation primary
train_20724,partly_cloudy primary water
train_20725,clear primary
train_20726,agriculture clear primary
train_20727,partly_cloudy primary
train_20728,clear primary
train_20729,agriculture clear habitation primary road
train_20730,agriculture clear primary
train_20731,partly_cloudy primary water
train_20732,clear primary
train_20733,clear primary
train_20734,agriculture haze primary water
train_20735,agriculture partly_cloudy primary
train_20736,partly_cloudy primary
train_20737,clear primary
train_20738,partly_cloudy primary
train_20739,agriculture clear cultivation primary road
train_20740,clear primary
train_20741,agriculture clear primary
train_20742,partly_cloudy primary
train_20743,clear primary
train_20744,agriculture partly_cloudy primary road
train_20745,agriculture clear habitation primary water
train_20746,agriculture clear cultivation primary water
train_20747,clear primary
train_20748,cloudy
train_20749,clear primary road
train_20750,agriculture clear cultivation primary road
train_20751,agriculture clear primary
train_20752,clear primary
train_20753,cloudy
train_20754,agriculture clear
train_20755,clear primary
train_20756,cloudy
train_20757,clear water
train_20758,agriculture clear primary water
train_20759,blow_down clear primary
train_20760,clear primary
train_20761,agriculture clear cultivation primary
train_20762,clear primary
train_20763,clear primary
train_20764,haze primary
train_20765,clear primary
train_20766,clear primary
train_20767,clear primary
train_20768,cloudy
train_20769,clear primary
train_20770,clear primary water
train_20771,agriculture clear primary
train_20772,clear primary selective_logging
train_20773,agriculture clear primary
train_20774,clear primary
train_20775,clear primary
train_20776,partly_cloudy primary
train_20777,agriculture clear primary
train_20778,partly_cloudy primary
train_20779,clear primary
train_20780,haze primary
train_20781,cultivation partly_cloudy primary slash_burn
train_20782,clear cultivation primary
train_20783,clear primary
train_20784,clear primary
train_20785,artisinal_mine clear habitation primary road water
train_20786,clear primary
train_20787,clear primary
train_20788,agriculture partly_cloudy primary road
train_20789,clear primary
train_20790,clear habitation road
train_20791,haze primary
train_20792,clear primary
train_20793,partly_cloudy primary water
train_20794,agriculture clear cultivation habitation primary road
train_20795,clear primary
train_20796,clear primary
train_20797,clear primary road water
train_20798,clear primary
train_20799,agriculture clear habitation primary road
train_20800,agriculture clear primary water
train_20801,agriculture clear cultivation primary
train_20802,partly_cloudy primary
train_20803,agriculture clear habitation primary road
train_20804,clear primary
train_20805,agriculture clear primary road
train_20806,agriculture habitation partly_cloudy primary road
train_20807,agriculture clear habitation primary road
train_20808,agriculture clear cultivation primary
train_20809,clear primary
train_20810,clear primary
train_20811,agriculture clear primary
train_20812,clear primary
train_20813,clear primary
train_20814,clear primary
train_20815,clear primary water
train_20816,clear primary
train_20817,clear primary
train_20818,clear primary
train_20819,agriculture clear habitation primary road
train_20820,partly_cloudy primary road water
train_20821,cloudy
train_20822,clear primary
train_20823,agriculture clear cultivation habitation primary road
train_20824,clear primary
train_20825,agriculture partly_cloudy primary
train_20826,cloudy
train_20827,partly_cloudy primary
train_20828,agriculture clear habitation primary road
train_20829,clear cultivation primary
train_20830,clear primary
train_20831,partly_cloudy primary road water
train_20832,agriculture clear primary road
train_20833,clear primary
train_20834,partly_cloudy primary
train_20835,agriculture clear habitation primary road
train_20836,clear primary
train_20837,agriculture clear primary road
train_20838,clear primary
train_20839,agriculture clear primary
train_20840,cultivation habitation partly_cloudy primary road water
train_20841,cloudy
train_20842,artisinal_mine clear primary water
train_20843,clear primary
train_20844,clear primary
train_20845,agriculture clear habitation primary road
train_20846,agriculture haze primary road
train_20847,clear primary
train_20848,clear primary
train_20849,agriculture partly_cloudy primary road
train_20850,agriculture bare_ground clear habitation primary road
train_20851,clear primary water
train_20852,clear primary
train_20853,clear primary
train_20854,agriculture clear primary water
train_20855,partly_cloudy primary
train_20856,agriculture cultivation habitation partly_cloudy primary road
train_20857,agriculture clear primary water
train_20858,clear primary road water
train_20859,clear primary road water
train_20860,clear cultivation primary
train_20861,bare_ground blooming clear cultivation primary
train_20862,agriculture clear cultivation habitation primary road
train_20863,agriculture cultivation haze primary road
train_20864,cloudy
train_20865,agriculture clear cultivation primary
train_20866,agriculture clear habitation primary water
train_20867,clear primary
train_20868,agriculture clear primary
train_20869,agriculture clear primary road water
train_20870,agriculture clear habitation primary road
train_20871,agriculture clear cultivation primary slash_burn
train_20872,clear primary
train_20873,agriculture clear primary road
train_20874,agriculture clear primary slash_burn
train_20875,clear primary
train_20876,clear primary
train_20877,clear cultivation primary
train_20878,agriculture clear primary road
train_20879,haze road water
train_20880,agriculture bare_ground clear primary
train_20881,clear primary
train_20882,partly_cloudy primary water
train_20883,clear primary road
train_20884,partly_cloudy primary
train_20885,agriculture clear primary
train_20886,clear primary
train_20887,clear primary
train_20888,clear primary
train_20889,agriculture cultivation partly_cloudy primary
train_20890,clear primary
train_20891,cloudy
train_20892,agriculture clear primary road
train_20893,partly_cloudy primary
train_20894,cloudy
train_20895,cloudy
train_20896,agriculture clear habitation primary road
train_20897,clear primary
train_20898,partly_cloudy primary
train_20899,clear primary
train_20900,clear primary water
train_20901,clear cultivation primary
train_20902,clear primary
train_20903,clear primary
train_20904,blooming clear primary
train_20905,clear primary
train_20906,agriculture clear primary water
train_20907,clear primary
train_20908,agriculture clear cultivation primary water
train_20909,agriculture partly_cloudy primary
train_20910,clear primary road water
train_20911,clear primary water
train_20912,clear water
train_20913,cloudy
train_20914,cloudy
train_20915,artisinal_mine clear primary road water
train_20916,agriculture clear primary
train_20917,agriculture cultivation partly_cloudy primary selective_logging
train_20918,agriculture habitation partly_cloudy primary road
train_20919,blooming clear primary
train_20920,clear primary
train_20921,clear primary water
train_20922,clear primary
train_20923,partly_cloudy primary
train_20924,agriculture habitation partly_cloudy primary road
train_20925,clear primary
train_20926,agriculture clear primary road
train_20927,clear habitation road
train_20928,haze primary
train_20929,clear primary
train_20930,partly_cloudy primary
train_20931,agriculture cultivation partly_cloudy primary
train_20932,blooming clear primary water
train_20933,clear primary
train_20934,habitation haze primary water
train_20935,partly_cloudy primary
train_20936,clear primary water
train_20937,bare_ground clear primary
train_20938,agriculture clear habitation primary road
train_20939,partly_cloudy primary
train_20940,agriculture partly_cloudy primary
train_20941,partly_cloudy primary
train_20942,haze primary
train_20943,agriculture clear cultivation cultivation habitation primary road water
train_20944,clear primary water
train_20945,artisinal_mine clear primary road water
train_20946,clear primary
train_20947,clear primary
train_20948,cloudy
train_20949,clear primary
train_20950,agriculture clear habitation primary road water
train_20951,agriculture clear primary road
train_20952,clear primary
train_20953,clear primary water
train_20954,bare_ground haze primary water
train_20955,clear primary
train_20956,clear primary water
train_20957,cloudy
train_20958,partly_cloudy primary water
train_20959,clear primary road water
train_20960,clear primary
train_20961,clear primary road water
train_20962,agriculture clear habitation primary road
train_20963,clear primary water
train_20964,clear primary
train_20965,clear primary
train_20966,partly_cloudy primary
train_20967,agriculture clear primary road
train_20968,partly_cloudy primary
train_20969,agriculture clear cultivation habitation primary
train_20970,agriculture haze primary water
train_20971,agriculture clear primary road water
train_20972,clear primary
train_20973,agriculture clear primary
train_20974,agriculture clear primary water
train_20975,agriculture clear habitation primary road
train_20976,agriculture clear primary road
train_20977,clear primary
train_20978,partly_cloudy primary
train_20979,clear primary
train_20980,agriculture clear primary
train_20981,clear primary water
train_20982,agriculture clear cultivation primary road
train_20983,clear primary
train_20984,agriculture clear cultivation habitation primary road
train_20985,clear primary
train_20986,clear primary
train_20987,agriculture cultivation partly_cloudy primary
train_20988,agriculture clear primary
train_20989,haze primary
train_20990,agriculture cultivation partly_cloudy primary road
train_20991,clear primary
train_20992,agriculture haze primary road
train_20993,agriculture clear primary
train_20994,agriculture clear cultivation primary
train_20995,clear primary
train_20996,clear habitation primary road
train_20997,partly_cloudy primary
train_20998,clear habitation primary road
train_20999,clear primary
train_21000,haze primary
train_21001,clear primary
train_21002,clear primary
train_21003,clear primary
train_21004,cloudy
train_21005,agriculture clear
train_21006,partly_cloudy primary
train_21007,agriculture clear primary water
train_21008,haze primary
train_21009,partly_cloudy primary
train_21010,clear primary water
train_21011,clear primary selective_logging
train_21012,agriculture clear primary water
train_21013,agriculture clear cultivation primary water
train_21014,agriculture clear primary water
train_21015,agriculture clear cultivation primary
train_21016,cloudy
train_21017,partly_cloudy primary
train_21018,clear habitation primary water
train_21019,clear primary water
train_21020,clear primary water
train_21021,clear primary
train_21022,clear primary
train_21023,clear primary water
train_21024,agriculture habitation haze primary road water
train_21025,partly_cloudy primary
train_21026,blooming clear primary
train_21027,agriculture clear primary
train_21028,clear primary
train_21029,clear primary
train_21030,agriculture clear primary road water
train_21031,clear primary
train_21032,clear primary
train_21033,agriculture clear habitation road
train_21034,partly_cloudy primary water
train_21035,agriculture clear primary road
train_21036,clear primary
train_21037,clear primary
train_21038,conventional_mine haze primary road
train_21039,haze primary road
train_21040,clear primary
train_21041,agriculture clear primary water
train_21042,agriculture partly_cloudy primary road water
train_21043,clear primary
train_21044,agriculture clear cultivation primary
train_21045,agriculture clear primary
train_21046,clear primary
train_21047,partly_cloudy primary
train_21048,agriculture clear cultivation habitation primary
train_21049,agriculture clear cultivation primary road
train_21050,partly_cloudy primary
train_21051,partly_cloudy primary
train_21052,partly_cloudy primary water
train_21053,agriculture clear habitation primary road
train_21054,clear primary
train_21055,agriculture clear primary road
train_21056,clear primary
train_21057,agriculture clear primary
train_21058,clear primary
train_21059,clear primary water
train_21060,agriculture haze primary
train_21061,agriculture clear habitation primary road
train_21062,clear primary
